Local time;Download (Rx) bandwidth (bps);Download bandwidth;Rx packet loss (percent);Upload (Tx) bandwidth (bps);Upload bandwidth;Tx packet loss (percent);RTT (ping) (ms);Rx packet loss burst length (packets);Tx packet loss burst length (packets);Rx instant jitter (ms);Tx instant jitter (ms);Rx RFC3550 jitter (ms);Tx RFC3550 jitter (ms)
2021-03-18 06:42;14055480;13.40Mbps/100.00Mbps;4.253117;32136806;30.65Mbps/100.00Mbps;0.06248658;252;2.0553687;1.0570865;29.7018;101.017395;9.757449;15.520969
2021-03-18 06:42;15045314;14.35Mbps/100.00Mbps;5.297537;34557948;32.96Mbps/100.00Mbps;0.07719857;252;2.0553687;1.0570862;62.636097;101.017395;13.9085045;22.124176
2021-03-18 06:42;14539468;13.87Mbps/100.00Mbps;4.342403;33505426;31.95Mbps/100.00Mbps;0.09032847;327;2.0148726;1.057086;40.8745;51.543;10.5762615;12.638977
2021-03-18 06:42;13650483;13.02Mbps/100.00Mbps;4.653545;32948908;31.42Mbps/100.00Mbps;0.11747231;430;2.3764937;1.0570862;28.5973;157.3956;8.08493;18.761196
2021-03-18 06:42;13420728;12.80Mbps/100.00Mbps;5.690734;34615632;33.01Mbps/100.00Mbps;0.13231052;191;2.376493;1.0570863;58.6801;147.9234;10.933671;19.765938
2021-03-18 06:42;12617865;12.03Mbps/100.00Mbps;7.1069455;32545020;31.04Mbps/100.00Mbps;0.16687275;191;2.376493;1.0570863;80.083496;92.866394;15.2901325;16.4326
2021-03-18 06:42;12580213;12.00Mbps/100.00Mbps;6.095458;30381258;28.97Mbps/100.00Mbps;0.082671605;302;2.0993896;1.1745903;66.0589;369.8775;11.4202385;32.332283
2021-03-18 06:42;13865012;13.22Mbps/100.00Mbps;5.2470884;31794762;30.32Mbps/100.00Mbps;0.13727778;128;1.9072907;1.1745896;118.29839;106.351395;12.742335;19.416943
2021-03-18 06:42;14732689;14.05Mbps/100.00Mbps;6.1899295;33722616;32.16Mbps/100.00Mbps;0.1393931;128;1.9467524;1.1745896;73.2414;49.5207;14.520813;13.472372
2021-03-18 06:42;14117607;13.46Mbps/100.00Mbps;4.4428463;32897316;31.37Mbps/100.00Mbps;0.1722468;318;2.3162544;1.1745894;71.9712;140.2741;13.636866;20.396055
2021-03-18 06:42;15340922;14.63Mbps/100.00Mbps;3.8685813;36766760;35.06Mbps/100.00Mbps;0.19137168;318;1.5319645;1.1745894;28.616098;61.5808;8.256121;14.242629
2021-03-18 06:42;13877324;13.23Mbps/100.00Mbps;4.7571893;35808852;34.15Mbps/100.00Mbps;0.24295379;287;1.531965;1.1745894;50.7474;93.0312;10.032862;14.592368
2021-03-18 06:42;11905276;11.35Mbps/100.00Mbps;5.56894;31029182;29.59Mbps/100.00Mbps;0.17545411;287;1.5674921;1.3829147;44.0798;311.4228;8.914256;28.762026
2021-03-18 06:42;11541229;11.01Mbps/100.00Mbps;6.83447;30511124;29.10Mbps/100.00Mbps;0.24837333;279;1.567492;1.3829143;40.5565;120.75169;11.745781;16.000683
2021-03-18 06:42;11056383;10.54Mbps/100.00Mbps;6.013997;31152518;29.71Mbps/100.00Mbps;0.25872582;188;1.643673;1.3829143;67.2181;131.213;12.947222;16.000683
2021-03-18 06:42;8695859;8.29Mbps/100.00Mbps;7.095508;24399924;23.27Mbps/100.00Mbps;0.13588037;188;1.7384117;1.1804092;49.4822;247.1194;14.263925;28.724365
2021-03-18 06:42;8912416;8.50Mbps/100.00Mbps;4.8804555;22803830;21.75Mbps/100.00Mbps;0.11532843;291;2.0357213;1.9782535;66.097;181.3944;12.077828;22.299873
2021-03-18 06:42;11385113;10.86Mbps/100.00Mbps;5.209858;27231498;25.97Mbps/100.00Mbps;0.12674522;291;1.9962757;1.978253;54.022697;118.1063;11.046999;15.336102
2021-03-18 06:42;12216216;11.65Mbps/100.00Mbps;5.826827;28045014;26.75Mbps/100.00Mbps;0.1782121;328;2.1042738;1.9782532;58.1106;205.98079;13.069476;25.295805
2021-03-18 06:42;12970350;12.37Mbps/100.00Mbps;5.810656;27311104;26.05Mbps/100.00Mbps;0.21999975;300;1.9574106;1.9782526;54.2553;513.7669;10.454916;42.406097
2021-03-18 06:42;14583892;13.91Mbps/100.00Mbps;4.4604564;34111360;32.53Mbps/100.00Mbps;0.2593525;246;1.8749385;1.978254;118.1214;119.659294;17.861343;17.402105
2021-03-18 06:42;14574124;13.90Mbps/100.00Mbps;4.505126;36758596;35.06Mbps/100.00Mbps;0.28836897;235.4577;2.2793357;1.9782531;63.677097;86.6343;10.174908;17.847734
2021-03-18 06:42;14860781;14.17Mbps/100.00Mbps;5.0221586;37250144;35.52Mbps/100.00Mbps;0.39118603;156;1.8103609;1.978252;69.8789;221.48099;12.39547;23.547375
2021-03-18 06:42;15026886;14.33Mbps/100.00Mbps;6.050557;35817936;34.16Mbps/100.00Mbps;0.46114865;156;1.8308668;1.9782504;68.84;58.459797;16.258444;11.994709
2021-03-18 06:42;17080636;16.29Mbps/100.00Mbps;5.123235;36182576;34.51Mbps/100.00Mbps;0.5080875;144;1.7426867;1.6360497;70.0356;58.459797;12.210926;11.994709
2021-03-18 06:42;18941222;18.06Mbps/100.00Mbps;5.8809032;32731304;31.22Mbps/100.00Mbps;0.5926442;144;2.2080095;1.845777;70.381996;58.5597;17.282705;12.506998
2021-03-18 06:42;19503214;18.60Mbps/100.00Mbps;3.5100381;29580222;28.21Mbps/100.00Mbps;0.4733745;178;1.4367764;2.862888;47.2579;71.1596;14.455227;15.09024
2021-03-18 06:42;21116710;20.14Mbps/100.00Mbps;2.4954724;28019734;26.72Mbps/100.00Mbps;0.6192702;178;1.2994909;2.8628876;54.0906;91.915794;9.842578;16.072733
2021-03-18 06:42;22071790;21.05Mbps/100.00Mbps;3.0058806;27476402;26.20Mbps/100.00Mbps;0.7790802;178;1.2994912;2.8628857;41.8904;91.915794;10.907143;16.072733
2021-03-18 06:42;23829406;22.73Mbps/100.00Mbps;2.705272;27432964;26.16Mbps/100.00Mbps;0.8543998;291;1.2463888;3.015909;39.131798;63.552;11.566376;17.943909
2021-03-18 06:42;22936338;21.87Mbps/100.00Mbps;1.4755074;26293170;25.08Mbps/100.00Mbps;1.047204;145;1.2720394;2.8628855;55.4909;236.72539;10.022596;23.34345
2021-03-18 06:42;20307958;19.37Mbps/100.00Mbps;1.8020359;22935544;21.87Mbps/100.00Mbps;1.223806;145;1.2720394;3.0159097;42.8932;64.9133;9.785856;12.019399
2021-03-18 06:42;14799798;14.11Mbps/100.00Mbps;2.225896;16171436;15.42Mbps/100.00Mbps;1.3880848;131.9765;1.272039;3.0159092;53.738197;164.4347;12.948155;17.190746
2021-03-18 06:42;11618187;11.08Mbps/100.00Mbps;2.3510587;13301100;12.68Mbps/100.00Mbps;1.6526561;131.9765;1.4260406;3.8480954;24.8913;81.2297;8.817862;56.872185
2021-03-18 06:42;7480645;7.13Mbps/100.00Mbps;2.7983065;9905874;9.45Mbps/100.00Mbps;1.995888;238.5089;1.4260406;5.5771847;72.1948;877.6537;12.072958;64.69037
2021-03-18 06:42;7274055;6.94Mbps/100.00Mbps;2.6071844;9842327;9.39Mbps/100.00Mbps;0.25469378;481.7221;1.8045826;0.5;69.6804;234.42699;10.919868;32.38119
2021-03-18 06:41;10768497;10.27Mbps/100.00Mbps;2.7406707;15550964;14.83Mbps/100.00Mbps;0.25469378;380;1.7764664;0.5;41.980698;234.42699;10.61884;32.38119
2021-03-18 06:41;14325605;13.66Mbps/100.00Mbps;2.2778604;20907482;19.94Mbps/100.00Mbps;0.2546937;380;1.3170757;0.5;31.161299;234.42699;9.935459;32.38119
2021-03-18 06:41;16897386;16.11Mbps/100.00Mbps;2.7400758;25052420;23.89Mbps/100.00Mbps;0.1887644;394;2.1100593;0.5;71.9087;203.9299;13.0559;27.20159
2021-03-18 06:41;20692372;19.73Mbps/100.00Mbps;1.3192859;29570276;28.20Mbps/100.00Mbps;0.104328826;319;1.350079;1.0423245;33.906498;165.397;8.305331;18.641167
2021-03-18 06:41;19840834;18.92Mbps/100.00Mbps;1.6361617;28801652;27.47Mbps/100.00Mbps;0.029863184;222;1.3500786;1.2313772;35.9797;344.9072;8.71459;37.52661
2021-03-18 06:41;18460032;17.60Mbps/100.00Mbps;2.0776336;27020090;25.77Mbps/100.00Mbps;0.021109456;216;1.3500783;0.5;34.564598;143.3255;9.133454;16.531057
2021-03-18 06:41;18888742;18.01Mbps/100.00Mbps;2.6496224;28395152;27.08Mbps/100.00Mbps;0.024729807;140;1.350078;0.5;67.279495;103.2537;9.894773;15.803624
2021-03-18 06:41;18708800;17.84Mbps/100.00Mbps;2.918113;27594872;26.32Mbps/100.00Mbps;0.033269152;140;1.5685229;0.5;16.5931;258.6376;7.9698296;24.650665
2021-03-18 06:41;17309032;16.51Mbps/100.00Mbps;3.8622591;26205414;24.99Mbps/100.00Mbps;0.049238414;228;1.5685227;0.5;44.7446;245.2219;10.280851;27.26879
2021-03-18 06:41;18522860;17.66Mbps/100.00Mbps;3.2822847;28924460;27.58Mbps/100.00Mbps;0.0595034;228;1.5790354;0.5;41.7253;81.4093;9.328424;16.986074
2021-03-18 06:41;18401688;17.55Mbps/100.00Mbps;4.176288;31480704;30.02Mbps/100.00Mbps;0.08157812;220;1.6633599;0.5;63.216;88.711494;15.467663;15.05039
2021-03-18 06:41;15655851;14.93Mbps/100.00Mbps;1.7958248;28385384;27.07Mbps/100.00Mbps;0.09761549;161;0.97176427;0.5;29.668798;222.0069;8.705728;25.467648
2021-03-18 06:41;14139578;13.48Mbps/100.00Mbps;2.6034803;25395094;24.22Mbps/100.00Mbps;0.13164644;161;0.9717641;0.5;50.962597;78.5653;11.192606;14.063032
2021-03-18 06:41;16713618;15.94Mbps/100.00Mbps;1.3030947;25558102;24.37Mbps/100.00Mbps;0.18073164;150;1.2277706;1.2313749;45.1535;72.9695;10.975258;13.684925
2021-03-18 06:41;17615110;16.80Mbps/100.00Mbps;1.7292464;23208206;22.13Mbps/100.00Mbps;0;150;1.5;0;39.7695;198.72499;11.604431;22.18068
2021-03-18 06:41;20203194;19.27Mbps/100.00Mbps;8.473262;21784704;20.78Mbps/100.00Mbps;0;85.0887;3.7038834;0;186.7177;183.95569;26.677856;22.445272
2021-03-18 06:41;28251012;26.94Mbps/100.00Mbps;1.293716;25901844;24.70Mbps/100.00Mbps;0.19457838;65;1.070641;1.6092515;94.8891;98.968994;11.195967;21.51586
2021-03-18 06:41;32666664;31.15Mbps/100.00Mbps;1.3096132;29073342;27.73Mbps/100.00Mbps;0.20189644;65;1.0853747;1.609252;51.9885;97.5654;8.220213;21.415623
2021-03-18 06:41;28444430;27.13Mbps/100.00Mbps;1.6435031;24797340;23.65Mbps/100.00Mbps;0.15717599;113;1.085375;3.0000017;27.345098;92.5971;8.819939;16.305586
2021-03-18 06:41;31244564;29.80Mbps/100.00Mbps;1.6692793;23194572;22.12Mbps/100.00Mbps;0.20166165;48;1.2410531;3.000002;37.747997;100.766;10.918356;13.833502
2021-03-18 06:41;32120602;30.63Mbps/100.00Mbps;1.3107718;19220338;18.33Mbps/100.00Mbps;0.23670284;43;1.124782;3.0000021;75.1096;101.981094;9.726082;13.801685
2021-03-18 06:41;30249572;28.85Mbps/100.00Mbps;1.4220666;13930096;13.28Mbps/100.00Mbps;0.29405645;43;1;3.0000012;61.692497;116.2549;9.537107;16.891039
2021-03-18 06:41;28804190;27.47Mbps/100.00Mbps;1.2174423;10339343;9.86Mbps/100.00Mbps;0.44282797;41;1;2.9999993;56.515;433.23038;9.904357;32.61477
2021-03-18 06:41;30603304;29.19Mbps/100.00Mbps;0.4399925;9501881;9.06Mbps/100.00Mbps;0.5651698;41;1;2.999999;40.4864;333.7631;7.936838;27.50795
The file is generated by StarTrinity Continuous Speed Test software. Please send email to support@startrinity.com in case of any problems;;;;;;;;;;;;;
